Video Name,Label,Confidence,Store,Date
Shoplifting032_x264_8.mp4,person,0.64,,
Shoplifting032_x264_8.mp4,motorcycle,0.1,,
Shoplifting032_x264_8.mp4,person,0.14,,
Shoplifting032_x264_8.mp4,person,0.15,,
Shoplifting032_x264_8.mp4,motorcycle,0.15,,
Shoplifting032_x264_8.mp4,person,0.16,,
Shoplifting032_x264_8.mp4,chair,0.16,,
Shoplifting032_x264_8.mp4,backpack,0.17,,
Shoplifting032_x264_8.mp4,person,0.19,,
Shoplifting032_x264_8.mp4,motorcycle,0.22,,
Shoplifting032_x264_8.mp4,person,0.23,,
Shoplifting032_x264_8.mp4,person,0.28,,
Shoplifting032_x264_8.mp4,motorcycle,0.32,,
Shoplifting032_x264_8.mp4,suitcase,0.41,,
Shoplifting032_x264_8.mp4,person,0.63,,
Shoplifting032_x264_8.mp4,motorcycle,0.12,,
Shoplifting032_x264_8.mp4,motorcycle,0.12,,
Shoplifting032_x264_8.mp4,person,0.12,,
Shoplifting032_x264_8.mp4,person,0.14,,
Shoplifting032_x264_8.mp4,chair,0.16,,
Shoplifting032_x264_8.mp4,backpack,0.16,,
Shoplifting032_x264_8.mp4,person,0.19,,
Shoplifting032_x264_8.mp4,motorcycle,0.19,,
Shoplifting032_x264_8.mp4,person,0.24,,
Shoplifting032_x264_8.mp4,motorcycle,0.26,,
Shoplifting032_x264_8.mp4,suitcase,0.39,,
Shoplifting032_x264_8.mp4,person,0.64,,
Shoplifting032_x264_8.mp4,person,0.1,,
Shoplifting032_x264_8.mp4,motorcycle,0.12,,
Shoplifting032_x264_8.mp4,motorcycle,0.12,,
Shoplifting032_x264_8.mp4,person,0.13,,
Shoplifting032_x264_8.mp4,person,0.14,,
Shoplifting032_x264_8.mp4,backpack,0.16,,
Shoplifting032_x264_8.mp4,chair,0.16,,
Shoplifting032_x264_8.mp4,person,0.18,,
Shoplifting032_x264_8.mp4,motorcycle,0.21,,
Shoplifting032_x264_8.mp4,person,0.24,,
Shoplifting032_x264_8.mp4,motorcycle,0.28,,
Shoplifting032_x264_8.mp4,suitcase,0.4,,
Shoplifting032_x264_8.mp4,person,0.63,,
Shoplifting032_x264_8.mp4,person,0.1,,
Shoplifting032_x264_8.mp4,suitcase,0.11,,
Shoplifting032_x264_8.mp4,motorcycle,0.11,,
Shoplifting032_x264_8.mp4,motorcycle,0.13,,
Shoplifting032_x264_8.mp4,backpack,0.15,,
Shoplifting032_x264_8.mp4,person,0.15,,
Shoplifting032_x264_8.mp4,motorcycle,0.17,,
Shoplifting032_x264_8.mp4,person,0.17,,
Shoplifting032_x264_8.mp4,chair,0.17,,
Shoplifting032_x264_8.mp4,motorcycle,0.18,,
Shoplifting032_x264_8.mp4,motorcycle,0.21,,
Shoplifting032_x264_8.mp4,suitcase,0.38,,
Shoplifting032_x264_8.mp4,motorcycle,0.4,,
Shoplifting032_x264_8.mp4,person,0.47,,
Shoplifting032_x264_8.mp4,person,0.11,,
Shoplifting032_x264_8.mp4,suitcase,0.11,,
Shoplifting032_x264_8.mp4,motorcycle,0.11,,
Shoplifting032_x264_8.mp4,person,0.13,,
Shoplifting032_x264_8.mp4,motorcycle,0.14,,
Shoplifting032_x264_8.mp4,person,0.15,,
Shoplifting032_x264_8.mp4,chair,0.15,,
Shoplifting032_x264_8.mp4,person,0.15,,
Shoplifting032_x264_8.mp4,backpack,0.16,,
Shoplifting032_x264_8.mp4,person,0.17,,
Shoplifting032_x264_8.mp4,motorcycle,0.22,,
Shoplifting032_x264_8.mp4,person,0.22,,
Shoplifting032_x264_8.mp4,suitcase,0.35,,
Shoplifting032_x264_8.mp4,person,0.56,,
Shoplifting032_x264_8.mp4,suitcase,0.1,,
Shoplifting032_x264_8.mp4,tv,0.11,,
Shoplifting032_x264_8.mp4,chair,0.11,,
Shoplifting032_x264_8.mp4,suitcase,0.12,,
Shoplifting032_x264_8.mp4,person,0.12,,
Shoplifting032_x264_8.mp4,person,0.12,,
Shoplifting032_x264_8.mp4,person,0.13,,
Shoplifting032_x264_8.mp4,backpack,0.14,,
Shoplifting032_x264_8.mp4,person,0.14,,
Shoplifting032_x264_8.mp4,chair,0.35,,
Shoplifting032_x264_8.mp4,person,0.38,,
Shoplifting032_x264_8.mp4,suitcase,0.38,,
Shoplifting032_x264_8.mp4,person,0.45,,
Shoplifting032_x264_8.mp4,chair,0.1,,
Shoplifting032_x264_8.mp4,suitcase,0.1,,
Shoplifting032_x264_8.mp4,person,0.11,,
Shoplifting032_x264_8.mp4,person,0.11,,
Shoplifting032_x264_8.mp4,person,0.13,,
Shoplifting032_x264_8.mp4,backpack,0.14,,
Shoplifting032_x264_8.mp4,person,0.15,,
Shoplifting032_x264_8.mp4,chair,0.33,,
Shoplifting032_x264_8.mp4,suitcase,0.38,,
Shoplifting032_x264_8.mp4,person,0.38,,
Shoplifting032_x264_8.mp4,person,0.45,,
Shoplifting032_x264_8.mp4,person,0.1,,
Shoplifting032_x264_8.mp4,chair,0.1,,
Shoplifting032_x264_8.mp4,suitcase,0.11,,
Shoplifting032_x264_8.mp4,person,0.11,,
Shoplifting032_x264_8.mp4,person,0.13,,
Shoplifting032_x264_8.mp4,person,0.14,,
Shoplifting032_x264_8.mp4,person,0.15,,
Shoplifting032_x264_8.mp4,backpack,0.15,,
Shoplifting032_x264_8.mp4,chair,0.33,,
Shoplifting032_x264_8.mp4,suitcase,0.35,,
Shoplifting032_x264_8.mp4,person,0.38,,
Shoplifting032_x264_8.mp4,person,0.45,,
Shoplifting032_x264_8.mp4,backpack,0.1,,
Shoplifting032_x264_8.mp4,person,0.11,,
Shoplifting032_x264_8.mp4,person,0.14,,
Shoplifting032_x264_8.mp4,teddy bear,0.17,,
Shoplifting032_x264_8.mp4,person,0.17,,
Shoplifting032_x264_8.mp4,person,0.18,,
Shoplifting032_x264_8.mp4,bear,0.23,,
Shoplifting032_x264_8.mp4,suitcase,0.37,,
Shoplifting032_x264_8.mp4,person,0.39,,
Shoplifting032_x264_8.mp4,chair,0.43,,
Shoplifting032_x264_8.mp4,backpack,0.1,,
Shoplifting032_x264_8.mp4,person,0.12,,
Shoplifting032_x264_8.mp4,person,0.14,,
Shoplifting032_x264_8.mp4,teddy bear,0.17,,
Shoplifting032_x264_8.mp4,person,0.17,,
Shoplifting032_x264_8.mp4,person,0.18,,
Shoplifting032_x264_8.mp4,bear,0.23,,
Shoplifting032_x264_8.mp4,suitcase,0.37,,
Shoplifting032_x264_8.mp4,person,0.38,,
Shoplifting032_x264_8.mp4,chair,0.43,,
Shoplifting032_x264_8.mp4,backpack,0.1,,
Shoplifting032_x264_8.mp4,person,0.12,,
Shoplifting032_x264_8.mp4,person,0.14,,
Shoplifting032_x264_8.mp4,teddy bear,0.17,,
Shoplifting032_x264_8.mp4,person,0.17,,
Shoplifting032_x264_8.mp4,person,0.19,,
Shoplifting032_x264_8.mp4,bear,0.23,,
Shoplifting032_x264_8.mp4,person,0.38,,
Shoplifting032_x264_8.mp4,suitcase,0.39,,
Shoplifting032_x264_8.mp4,chair,0.41,,
Shoplifting032_x264_8.mp4,person,0.13,,
Shoplifting032_x264_8.mp4,person,0.14,,
Shoplifting032_x264_8.mp4,person,0.14,,
Shoplifting032_x264_8.mp4,bear,0.15,,
Shoplifting032_x264_8.mp4,person,0.2,,
Shoplifting032_x264_8.mp4,teddy bear,0.3,,
Shoplifting032_x264_8.mp4,suitcase,0.36,,
Shoplifting032_x264_8.mp4,person,0.37,,
Shoplifting032_x264_8.mp4,chair,0.42,,
Shoplifting032_x264_8.mp4,backpack,0.1,,
Shoplifting032_x264_8.mp4,person,0.14,,
Shoplifting032_x264_8.mp4,motorcycle,0.14,,
Shoplifting032_x264_8.mp4,person,0.16,,
Shoplifting032_x264_8.mp4,person,0.2,,
Shoplifting032_x264_8.mp4,person,0.22,,
Shoplifting032_x264_8.mp4,suitcase,0.34,,
Shoplifting032_x264_8.mp4,chair,0.38,,
Shoplifting032_x264_8.mp4,person,0.56,,
Shoplifting032_x264_8.mp4,backpack,0.11,,
Shoplifting032_x264_8.mp4,person,0.13,,
Shoplifting032_x264_8.mp4,motorcycle,0.14,,
Shoplifting032_x264_8.mp4,person,0.16,,
Shoplifting032_x264_8.mp4,person,0.18,,
Shoplifting032_x264_8.mp4,person,0.2,,
Shoplifting032_x264_8.mp4,suitcase,0.33,,
Shoplifting032_x264_8.mp4,chair,0.38,,
Shoplifting032_x264_8.mp4,person,0.55,,
Shoplifting032_x264_8.mp4,person,0.13,,
Shoplifting032_x264_8.mp4,chair,0.13,,
Shoplifting032_x264_8.mp4,person,0.14,,
Shoplifting032_x264_8.mp4,motorcycle,0.18,,
Shoplifting032_x264_8.mp4,person,0.19,,
Shoplifting032_x264_8.mp4,person,0.2,,
Shoplifting032_x264_8.mp4,suitcase,0.35,,
Shoplifting032_x264_8.mp4,person,0.72,,
Shoplifting032_x264_8.mp4,chair,0.13,,
Shoplifting032_x264_8.mp4,person,0.13,,
Shoplifting032_x264_8.mp4,person,0.14,,
Shoplifting032_x264_8.mp4,motorcycle,0.18,,
Shoplifting032_x264_8.mp4,person,0.2,,
Shoplifting032_x264_8.mp4,person,0.2,,
Shoplifting032_x264_8.mp4,suitcase,0.36,,
Shoplifting032_x264_8.mp4,person,0.73,,
Shoplifting032_x264_8.mp4,person,0.15,,
Shoplifting032_x264_8.mp4,person,0.16,,
Shoplifting032_x264_8.mp4,motorcycle,0.18,,
Shoplifting032_x264_8.mp4,person,0.2,,
Shoplifting032_x264_8.mp4,chair,0.3,,
Shoplifting032_x264_8.mp4,chair,0.34,,
Shoplifting032_x264_8.mp4,suitcase,0.36,,
Shoplifting032_x264_8.mp4,person,0.72,,
Shoplifting032_x264_8.mp4,motorcycle,0.1,,
Shoplifting032_x264_8.mp4,person,0.11,,
Shoplifting032_x264_8.mp4,person,0.17,,
Shoplifting032_x264_8.mp4,person,0.17,,
Shoplifting032_x264_8.mp4,motorcycle,0.19,,
Shoplifting032_x264_8.mp4,person,0.2,,
Shoplifting032_x264_8.mp4,suitcase,0.39,,
Shoplifting032_x264_8.mp4,chair,0.42,,
Shoplifting032_x264_8.mp4,person,0.76,,
Shoplifting032_x264_8.mp4,person,0.13,,
Shoplifting032_x264_8.mp4,person,0.15,,
Shoplifting032_x264_8.mp4,person,0.17,,
Shoplifting032_x264_8.mp4,motorcycle,0.21,,
Shoplifting032_x264_8.mp4,chair,0.4,,
Shoplifting032_x264_8.mp4,suitcase,0.4,,
Shoplifting032_x264_8.mp4,person,0.66,,
Shoplifting032_x264_8.mp4,person,0.13,,
Shoplifting032_x264_8.mp4,person,0.15,,
Shoplifting032_x264_8.mp4,person,0.18,,
Shoplifting032_x264_8.mp4,motorcycle,0.2,,
Shoplifting032_x264_8.mp4,suitcase,0.4,,
Shoplifting032_x264_8.mp4,chair,0.41,,
Shoplifting032_x264_8.mp4,person,0.66,,
Shoplifting032_x264_8.mp4,person,0.13,,
Shoplifting032_x264_8.mp4,person,0.15,,
Shoplifting032_x264_8.mp4,person,0.18,,
Shoplifting032_x264_8.mp4,motorcycle,0.19,,
Shoplifting032_x264_8.mp4,suitcase,0.4,,
Shoplifting032_x264_8.mp4,chair,0.41,,
Shoplifting032_x264_8.mp4,person,0.65,,
Shoplifting032_x264_8.mp4,chair,0.11,,
Shoplifting032_x264_8.mp4,person,0.12,,
Shoplifting032_x264_8.mp4,person,0.15,,
Shoplifting032_x264_8.mp4,person,0.18,,
Shoplifting032_x264_8.mp4,motorcycle,0.19,,
Shoplifting032_x264_8.mp4,chair,0.39,,
Shoplifting032_x264_8.mp4,suitcase,0.4,,
Shoplifting032_x264_8.mp4,person,0.65,,
Shoplifting032_x264_8.mp4,chair,0.11,,
Shoplifting032_x264_8.mp4,person,0.12,,
Shoplifting032_x264_8.mp4,person,0.15,,
Shoplifting032_x264_8.mp4,person,0.18,,
Shoplifting032_x264_8.mp4,motorcycle,0.19,,
Shoplifting032_x264_8.mp4,chair,0.39,,
Shoplifting032_x264_8.mp4,suitcase,0.4,,
Shoplifting032_x264_8.mp4,person,0.65,,
Shoplifting010_x264_27.mp4,bottle,0.11,,
Shoplifting010_x264_27.mp4,bottle,0.11,,
Shoplifting010_x264_27.mp4,bottle,0.12,,
Shoplifting010_x264_27.mp4,cup,0.19,,
Shoplifting010_x264_27.mp4,person,0.35,,
Shoplifting010_x264_27.mp4,cup,0.16,,
Shoplifting010_x264_27.mp4,cup,0.19,,
Shoplifting010_x264_27.mp4,person,0.43,,
Shoplifting010_x264_27.mp4,bottle,0.1,,
Shoplifting010_x264_27.mp4,cup,0.13,,
Shoplifting010_x264_27.mp4,handbag,0.14,,
Shoplifting010_x264_27.mp4,cup,0.17,,
Shoplifting010_x264_27.mp4,person,0.48,,
Shoplifting010_x264_27.mp4,cup,0.11,,
Shoplifting010_x264_27.mp4,cup,0.14,,
Shoplifting010_x264_27.mp4,handbag,0.19,,
Shoplifting010_x264_27.mp4,person,0.51,,
Shoplifting010_x264_27.mp4,cup,0.11,,
Shoplifting010_x264_27.mp4,cup,0.17,,
Shoplifting010_x264_27.mp4,handbag,0.2,,
Shoplifting010_x264_27.mp4,person,0.53,,
Shoplifting010_x264_27.mp4,cup,0.14,,
Shoplifting010_x264_27.mp4,cup,0.19,,
Shoplifting010_x264_27.mp4,handbag,0.21,,
Shoplifting010_x264_27.mp4,person,0.51,,
Shoplifting010_x264_27.mp4,cup,0.18,,
Shoplifting010_x264_27.mp4,handbag,0.19,,
Shoplifting010_x264_27.mp4,cup,0.21,,
Shoplifting010_x264_27.mp4,person,0.56,,
Shoplifting010_x264_27.mp4,handbag,0.13,,
Shoplifting010_x264_27.mp4,cup,0.19,,
Shoplifting010_x264_27.mp4,cup,0.25,,
Shoplifting010_x264_27.mp4,person,0.49,,
Shoplifting010_x264_27.mp4,cup,0.17,,
Shoplifting010_x264_27.mp4,cup,0.18,,
Shoplifting010_x264_27.mp4,person,0.24,,
Shoplifting010_x264_27.mp4,person,0.11,,
Shoplifting010_x264_27.mp4,cup,0.19,,
Shoplifting010_x264_27.mp4,person,0.2,,
Shoplifting010_x264_27.mp4,cup,0.21,,
Shoplifting010_x264_27.mp4,person,0.15,,
Shoplifting010_x264_27.mp4,cup,0.21,,
Shoplifting010_x264_27.mp4,cup,0.22,,
Shoplifting010_x264_27.mp4,cup,0.14,,
Shoplifting010_x264_27.mp4,person,0.19,,
Shoplifting010_x264_27.mp4,cup,0.19,,
Shoplifting010_x264_27.mp4,person,0.11,,
Shoplifting010_x264_27.mp4,cup,0.14,,
Shoplifting010_x264_27.mp4,person,0.16,,
Shoplifting010_x264_27.mp4,person,0.17,,
Shoplifting010_x264_27.mp4,cup,0.18,,
Shoplifting010_x264_27.mp4,person,0.14,,
Shoplifting010_x264_27.mp4,cup,0.14,,
Shoplifting010_x264_27.mp4,cup,0.17,,
Shoplifting010_x264_27.mp4,person,0.19,,
Shoplifting010_x264_27.mp4,person,0.21,,
Shoplifting010_x264_27.mp4,person,0.11,,
Shoplifting010_x264_27.mp4,cup,0.14,,
Shoplifting010_x264_27.mp4,dog,0.17,,
Shoplifting010_x264_27.mp4,cup,0.17,,
Shoplifting010_x264_27.mp4,person,0.2,,
Shoplifting010_x264_27.mp4,person,0.11,,
Shoplifting010_x264_27.mp4,cup,0.14,,
Shoplifting010_x264_27.mp4,cup,0.17,,
Shoplifting010_x264_27.mp4,person,0.21,,
Shoplifting010_x264_27.mp4,dog,0.21,,
Shoplifting010_x264_27.mp4,person,0.11,,
Shoplifting010_x264_27.mp4,cup,0.12,,
Shoplifting010_x264_27.mp4,person,0.13,,
Shoplifting010_x264_27.mp4,cup,0.17,,
Shoplifting010_x264_27.mp4,person,0.19,,
Shoplifting010_x264_27.mp4,dog,0.2,,
Shoplifting010_x264_27.mp4,cup,0.12,,
Shoplifting010_x264_27.mp4,cup,0.18,,
Shoplifting010_x264_27.mp4,person,0.18,,
Shoplifting010_x264_27.mp4,dog,0.24,,
Shoplifting010_x264_27.mp4,bottle,0.15,,
Shoplifting010_x264_27.mp4,cup,0.17,,
Shoplifting010_x264_27.mp4,person,0.2,,
Shoplifting010_x264_27.mp4,cup,0.27,,
Shoplifting010_x264_27.mp4,dog,0.42,,
Shoplifting010_x264_27.mp4,bottle,0.14,,
Shoplifting010_x264_27.mp4,cup,0.17,,
Shoplifting010_x264_27.mp4,person,0.2,,
Shoplifting010_x264_27.mp4,cup,0.28,,
Shoplifting010_x264_27.mp4,dog,0.36,,
Shoplifting010_x264_27.mp4,bottle,0.1,,
Shoplifting010_x264_27.mp4,bottle,0.15,,
Shoplifting010_x264_27.mp4,cup,0.17,,
Shoplifting010_x264_27.mp4,person,0.2,,
Shoplifting010_x264_27.mp4,cup,0.26,,
Shoplifting010_x264_27.mp4,person,0.29,,
Shoplifting010_x264_27.mp4,bottle,0.1,,
Shoplifting010_x264_27.mp4,person,0.12,,
